"","country","year","ciri","cow","polity","unctry","unreg","unsubreg","human_rights_score","physint_sum","repression_sum","civpol_sum","workerrights_practices_sum","workerrights_laws_sum","disap","kill","polpris","tort","bbatrocity","bbatrocity_intensity","assn","formov","dommov","speech","elecsd","rel_free","wecon","wopol","wosoc_p","union_p","barg_p","hour_p","force_p","child_p","wage_p","safe_p","trafficking_p","injud","ngo_freedom","trial_p","wosoc_l","union_l","barg_l","hour_l","force_l","child_l","wage_l","safe_l","trafficking_l","trial_l","avg_kill3","avg_disap3","avg_polpris3","avg_tort3","avg_bbatrocity_intensity3","avg_speech3","avg_rel_free3","avg_dommov3","avg_formov3","avg_assn3","avg_elecsd3","avg_wopol3","avg_wosoc_l3","avg_wosoc_p3","avg_wecon3","avg_union_l3","avg_union_p3","avg_barg_l3","avg_barg_p3","avg_force_l3","avg_force_p3","avg_child_l3","avg_child_p3","avg_wage_l3","avg_wage_p3","avg_safe_l3","avg_safe_p3","avg_hour_l3","avg_hour_p3","avg_trafficking_l3","avg_trafficking_p3","avg_trial_l3","avg_trial_p3","avg_injud3","wopol_two","wecon_two","wosoc_two","trial_two","atrocity_hrscore","hrscore","hrscorex2"
"7166","Egypt",2019,263,651,651,818,2,15,16,0,0,0,1,8,0,0,0,0,1,3,0,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2,1,1,2,1,1,0,0,0,0,3,0,0,2,0.666666666666667,0.333333333333333,0.333333333333333,2,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1.33333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,0,1.33333333333333,0,0.666666666666667,0,1.66666666666667,0.666666666666667,1.33333333333333,0,0.666666666666667,1,NA,NA,NA,0,7,14
"7167","Sao Tome and Principe",2019,551,403,403,678,2,17,68,8,16,6,5,10,2,2,2,2,0,NA,2,2,2,2,2,2,1,2,0,1,0,0,1,1,1,1,2,1,2,2,3,1,1,2,2,1,1,2,2,3,1.66666666666667,2,2,1.66666666666667,NA,1.33333333333333,2,NA,2,1.66666666666667,1.66666666666667,2,2.33333333333333,0.666666666666667,1.66666666666667,1.33333333333333,1.33333333333333,1,0.666666666666667,2,1.33333333333333,1,1,1,0.666666666666667,2,0.333333333333333,2,0,2,2,3,2,1,1,NA,NA,1,2,34,68
"7168","Bosnia Herzegovenia",2019,164,346,346,70,150,39,46,6,10,3,1,6,2,2,2,0,0,NA,1,2,1,1,1,1,2,2,3,0,0,0,0,0,1,0,0,1,1,1,3,2,0,1,1,0,1,1,1,3,2,2,2,1.33333333333333,NA,1,0.666666666666667,1.66666666666667,1.66666666666667,1,1,2,3,3,1.66666666666667,1.33333333333333,0,0.666666666666667,0,1.33333333333333,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0,1.66666666666667,0.333333333333333,3,1.66666666666667,1,1,1,2,NA,2,22,44
"7169","France",2019,287,220,220,250,150,155,88,7,14,5,13,12,2,2,2,1,0,NA,2,2,1,2,2,1,3,3,3,2,1,2,2,2,2,2,1,2,3,2,3,2,1,1,2,2,2,2,2,3,2,2,2,1,NA,1.66666666666667,1,1.66666666666667,2,1.33333333333333,2,3,3,3,2.33333333333333,2,2,1,1,2,1.66666666666667,2,1.66666666666667,2,2,1.66666666666667,2,1.33333333333333,1.66666666666667,2,1.33333333333333,3,2,2,2,2,2,1,2,45,90
"7170","Nigeria",2019,488,475,475,566,2,11,28,3,6,3,2,7,1,1,1,0,0,NA,1,2,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,1,1,1,2,1,2,0.333333333333333,1,1.33333333333333,0,NA,0.333333333333333,0.666666666666667,1.33333333333333,1.33333333333333,0.333333333333333,0,1.33333333333333,1,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1.66666666666667,0,1,0.333333333333333,1,0.333333333333333,1.66666666666667,0,1,0,1.66666666666667,0,2,0,0,NA,NA,NA,NA,2,13,26
"7171","Seychelles",2019,566,591,591,690,2,14,78,8,17,6,8,11,2,2,2,2,0,NA,2,2,2,2,0,2,3,2,3,1,1,1,1,2,1,1,0,2,3,3,3,1,1,1,2,2,2,2,2,3,2,2,2,1.66666666666667,NA,1,1.66666666666667,2,1.33333333333333,2,0.333333333333333,2,2.66666666666667,2.66666666666667,2.66666666666667,1.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,2,0.333333333333333,1.33333333333333,1.66666666666667,1.66666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1,0.666666666666667,2,0,3,3,1.66666666666667,1,2,2,2,2,40,80
"7172","Malawi",2019,419,553,553,454,2,14,58,5,9,3,5,9,2,1,2,0,0,NA,1,2,2,1,2,1,1,2,1,1,1,0,1,1,1,0,2,1,2,1,1,1,1,1,2,1,1,2,1,2,0.666666666666667,2,2,0,NA,1,0.666666666666667,2,2,1,1.66666666666667,2,1.66666666666667,1.66666666666667,1,1.66666666666667,1,1,1,1.66666666666667,0.333333333333333,1.66666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1.66666666666667,0,1,0,1.66666666666667,1,2.66666666666667,0.666666666666667,1,1,NA,NA,NA,2,27,54
"7173","Nauru",2019,470,970,970,520,9,57,68,8,15,4,3,5,2,2,2,2,0,NA,2,2,2,0,1,2,1,2,3,1,0,0,1,0,1,0,2,2,3,3,3,1,0,0,2,1,1,0,2,3,2,2,2,2,NA,0.333333333333333,2,1.33333333333333,2,2,1.33333333333333,1.66666666666667,3,3,0.666666666666667,1,1.33333333333333,0,0,1.66666666666667,1,1,1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,2,2,3,3,1.66666666666667,1,NA,2,2,2,34,68
"7174","Costa Rica",2019,224,94,94,188,419,13,78,7,13,5,7,12,2,2,2,1,0,NA,2,2,2,2,2,1,3,3,3,1,1,1,2,1,1,0,1,2,3,1,3,2,1,1,2,2,2,2,2,2,2,2,2,1.33333333333333,NA,2,1.66666666666667,2,2,2,2,3,3,3,2.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,1,1.33333333333333,2,2,1.33333333333333,2,1,2,0.333333333333333,1,0.333333333333333,1.33333333333333,1,2.66666666666667,1.66666666666667,2,2,2,2,NA,2,39,78
"7175","Sudan",2019,599,625,625,736,2,15,28,2,4,2,3,5,1,1,0,0,0,NA,1,1,2,1,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0.333333333333333,0.333333333333333,0,0,NA,0.333333333333333,0,2,0.666666666666667,0.666666666666667,0,2.33333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0,1.33333333333333,0,2,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,0.333333333333333,1,0.333333333333333,1,0,0,1,NA,NA,NA,2,14,28
"7176","Finland",2019,284,375,375,246,150,154,92,8,15,4,14,14,2,2,2,2,0,NA,2,2,2,2,2,0,3,3,3,2,2,2,2,2,2,2,0,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,NA,2,1,2,2,2,2,3,3,2.66666666666667,2.33333333333333,2,2,2,2,2,1.66666666666667,2,2,2,2,2,2,2,1.66666666666667,2,1.33333333333333,3,3,2,2,2,2,2,2,47,94
"7177","Benin",2019,155,434,434,204,2,11,44,5,9,3,1,4,2,2,0,1,0,NA,1,1,2,1,0,1,1,2,1,0,0,0,0,0,1,0,1,1,3,1,1,0,0,1,1,1,1,0,2,1,1.66666666666667,2,1.33333333333333,1,NA,1.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,1,1.33333333333333,2,1.33333333333333,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1.33333333333333,0.666666666666667,1,0,1.66666666666667,0.666666666666667,0,0,0.666666666666667,0,1.33333333333333,1,2.33333333333333,1,NA,1,NA,NA,NA,2,20,40
"7178","Sri Lanka",2019,596,780,780,144,142,62,46,3,7,4,3,11,2,1,0,0,0,NA,1,2,2,2,1,1,1,2,1,0,0,0,1,1,1,0,0,2,2,0,1,1,1,1,2,2,2,2,1,1,1,1.66666666666667,0.666666666666667,0,NA,1,0.333333333333333,2,2,1,1.66666666666667,2,2,1.66666666666667,0.666666666666667,1.33333333333333,0.333333333333333,1,0.666666666666667,1.66666666666667,1,2,0.333333333333333,1.66666666666667,0.666666666666667,1.33333333333333,0.333333333333333,1,0.333333333333333,1.66666666666667,0,2.33333333333333,1.33333333333333,1.66666666666667,1,NA,NA,NA,2,22,44
"7179","Suriname",2019,602,115,115,740,419,5,68,5,11,5,10,10,2,1,2,0,0,NA,2,2,2,1,1,2,2,3,2,1,1,1,2,2,1,2,0,1,2,1,2,1,1,1,2,2,1,2,2,1,1.66666666666667,2,2,0.666666666666667,NA,1,2,2,2,1.33333333333333,1.66666666666667,2.33333333333333,2,2,1.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.33333333333333,1.66666666666667,0.666666666666667,1,1,2,2,1,1.66666666666667,2,0.333333333333333,2.33333333333333,1,NA,2,1,1,NA,2,34,68
"7180","Guyana",2019,320,110,110,328,419,5,64,7,14,6,3,8,2,2,2,1,0,NA,2,1,2,2,2,2,1,3,1,0,0,1,0,0,1,1,2,1,2,1,3,1,1,1,1,0,2,2,1,2,1.66666666666667,2,2,1.33333333333333,NA,2,2,2,1.66666666666667,2,2,3,3,1,0.666666666666667,1,0.333333333333333,1.33333333333333,0.333333333333333,1.33333333333333,0,0.666666666666667,0,1.66666666666667,1.33333333333333,2,1,1.66666666666667,0.333333333333333,1.66666666666667,1.66666666666667,2.66666666666667,1.33333333333333,1.33333333333333,2,NA,NA,NA,2,30,60
"7181","Bangladesh",2019,140,771,771,50,142,62,20,1,3,2,2,4,1,0,0,0,1,2,1,0,1,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,1,1,0,0.333333333333333,0,0,2.66666666666667,0.666666666666667,0.333333333333333,1.33333333333333,0.666666666666667,0.333333333333333,0.333333333333333,2,1.66666666666667,1,1.33333333333333,1,0.666666666666667,1,0.333333333333333,1.33333333333333,0,0,0,1,0.333333333333333,1,0,1,0.333333333333333,1.66666666666667,0,1.33333333333333,0,0,1,NA,NA,NA,0,8,16
"7182","Congo, Democratic Republic of",2019,218,490,490,180,2,17,20,2,3,1,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,2,2,1,1,3,0,0.666666666666667,0.333333333333333,0,2,0.666666666666667,0,0.333333333333333,1,0,0,2,1,1,0.666666666666667,1.33333333333333,0,1.33333333333333,0,1.66666666666667,0,1.33333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0.666666666666667,0,2,0,0,1,NA,NA,NA,0,8,16
"7183","Uzbekistan",2019,668,704,704,860,142,62,42,5,7,2,6,11,2,2,1,0,0,NA,1,1,1,1,0,0,2,2,2,0,0,2,1,1,1,1,1,0,0,0,3,1,1,2,1,2,2,2,2,2,1.66666666666667,2,0.666666666666667,0.333333333333333,NA,1,0,0.666666666666667,1,0.333333333333333,0.333333333333333,2,2.33333333333333,2,1.33333333333333,1,0.333333333333333,1,0.333333333333333,1,0.666666666666667,2,1,0.666666666666667,0.666666666666667,2,0.666666666666667,2,1.33333333333333,2,0.333333333333333,2.33333333333333,0,0.666666666666667,1,1,1,NA,2,21,42
"7184","Niger",2019,485,436,436,562,2,11,34,3,6,3,3,10,1,1,1,0,0,NA,1,2,0,1,0,1,1,2,1,1,1,0,0,0,1,0,0,0,2,0,1,1,1,2,1,1,2,2,1,1,0.666666666666667,1.33333333333333,0.666666666666667,0.666666666666667,NA,0.666666666666667,1.66666666666667,0.333333333333333,2,0.666666666666667,0.666666666666667,2,1.33333333333333,1.33333333333333,1,1,1.33333333333333,1,1.33333333333333,1.33333333333333,0,1,0,1.66666666666667,0.333333333333333,1.66666666666667,0,1.33333333333333,0,1,0,1.66666666666667,0.333333333333333,0.666666666666667,1,NA,NA,NA,2,16,32
"7185","Germany",2019,299,255,260,276,150,155,86,6,12,3,12,12,2,2,2,0,0,NA,1,2,2,1,2,1,3,3,3,2,2,2,1,2,1,2,2,2,3,3,3,2,2,1,2,2,1,2,2,3,2,2,2,1.33333333333333,NA,1.33333333333333,1,2,2,1,2,3,3,3,2.33333333333333,2,2,1.66666666666667,1.66666666666667,2,1,2,2,1,1,2,2,1,1.66666666666667,2,1.66666666666667,3,3,2,2,2,2,2,2,44,88
"7186","Cameroon",2019,191,471,471,120,2,17,26,2,3,1,2,10,1,1,0,0,0,NA,1,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,2,2,2,1,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,NA,0,0.333333333333333,0.333333333333333,1.66666666666667,0.333333333333333,1,2,1.33333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.333333333333333,2,0.666666666666667,1.33333333333333,0.333333333333333,1.33333333333333,0,1.66666666666667,0,1,0,1.33333333333333,1,2,0.333333333333333,0,1,NA,NA,NA,2,13,26
"7187","Korea, Republic of",2019,377,732,732,410,142,30,NA,5,NA,NA,8,12,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,1,1,2,2,2,NA,2,3,3,1,1,2,2,2,2,2,2,2,2,2,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,1,1,1,0.666666666666667,2,1,2,1.33333333333333,1.66666666666667,1.66666666666667,2,1.66666666666667,1.66666666666667,1,2,1.33333333333333,2.66666666666667,3,NA,NA,NA,2,2,2,23,46
"7188","Tunisia",2019,638,616,616,788,2,15,58,5,7,2,9,13,2,1,2,0,0,NA,1,1,1,1,1,0,2,2,2,1,1,1,2,2,1,1,1,2,3,0,2,2,1,2,2,2,2,2,2,2,1,2,1.66666666666667,0,NA,0.666666666666667,0,1,1.33333333333333,0.666666666666667,1.66666666666667,2.33333333333333,2.33333333333333,2,1.33333333333333,1.66666666666667,1.33333333333333,1.33333333333333,1,2,1.66666666666667,1,1,2,0.666666666666667,1.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,2,1.33333333333333,2.66666666666667,1.66666666666667,1.66666666666667,1,1,1,NA,2,30,60
"7189","Ethiopia",2019,278,530,529,231,2,14,26,2,5,3,0,4,2,0,0,0,1,2,1,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1.33333333333333,0.333333333333333,0.666666666666667,NA,0.666666666666667,0.666666666666667,NA,1,0.666666666666667,0.333333333333333,2.66666666666667,1.33333333333333,1,0.666666666666667,1,0.333333333333333,0,0,1.33333333333333,0,1,0,0,0.333333333333333,0.333333333333333,0,1,0,1.66666666666667,0.666666666666667,1.33333333333333,0,1,2,NA,NA,NA,0,11,22
"7190","Belgium",2019,149,211,211,56,150,155,88,7,13,3,13,13,2,2,2,1,0,NA,2,2,2,1,2,0,3,1,3,2,2,2,1,2,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1.33333333333333,NA,1.66666666666667,0.666666666666667,2,2,2,2,2.33333333333333,3,3,2.33333333333333,2,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,1.33333333333333,2,2,2,2,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,2,1.66666666666667,3,3,2,NA,2,2,2,2,44,88
"7191","Lithuania",2019,407,368,368,440,150,154,84,7,15,5,10,11,2,2,2,1,0,NA,1,2,2,2,2,2,3,2,3,1,0,1,2,2,2,2,1,2,3,3,3,1,0,2,2,2,2,2,2,3,2,2,2,1.33333333333333,NA,2,1.66666666666667,2,2,1.33333333333333,1.66666666666667,2,3,2.66666666666667,2,1.66666666666667,1,0.666666666666667,0.333333333333333,2,2,2,1.66666666666667,1.66666666666667,1.33333333333333,2,1.66666666666667,1.66666666666667,1.33333333333333,2,1,3,3,2,1,2,2,2,2,43,86
"7192","Togo",2019,629,461,461,768,2,11,44,4,10,4,4,10,2,1,1,0,0,NA,1,2,1,1,1,2,0,2,0,1,1,0,1,0,1,0,1,0,1,2,0,1,1,1,2,1,2,2,2,3,1,2,1,0.666666666666667,NA,1,1.33333333333333,1,2,0.666666666666667,1.33333333333333,2,0,0,0.666666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,0.333333333333333,1.33333333333333,0,1.66666666666667,0.333333333333333,1.66666666666667,0,1.33333333333333,0.333333333333333,1.66666666666667,1,3,2,0,1,NA,NA,1,2,22,44
"7193","Jamaica",2019,356,51,51,388,419,29,52,4,11,5,2,6,2,0,2,0,1,1,2,2,2,2,2,1,1,2,3,1,0,0,0,0,1,0,0,2,3,2,3,1,0,2,0,0,2,1,0,3,0,2,2,0.666666666666667,NA,2,1,2,2,2,2,2,3,3,1,1.66666666666667,1,0.333333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,0,1.66666666666667,1,1,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,3,1.66666666666667,2,1,NA,2,1,0,26,52
"7194","Denmark",2019,245,390,390,208,150,154,90,7,15,5,13,14,2,2,2,1,0,NA,2,2,2,2,2,1,3,3,3,2,1,2,2,2,2,2,0,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,1.66666666666667,NA,2,1,2,2,2,2,3,3,2.33333333333333,2.33333333333333,2,2,2,1.66666666666667,2,2,1.66666666666667,2,2,2,2,2,1.66666666666667,2,2,1,3,3,2,2,2,2,2,2,46,92
"7195","Barbados",2019,143,53,53,52,419,29,78,8,15,5,10,10,2,2,2,2,0,NA,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,0,0,2,3,2,2,1,1,2,2,2,1,1,2,3,2,2,2,1.66666666666667,NA,2,1,2,2,2,2,1.66666666666667,2,2,1.33333333333333,1,1,0.666666666666667,1,2,1.66666666666667,1.33333333333333,1.33333333333333,0.333333333333333,1,1.66666666666667,1,2,2,1.66666666666667,0.333333333333333,3,2,2,NA,1,1,1,2,39,78
"7196","Libya",2019,401,620,620,434,2,15,22,1,3,2,2,6,0,0,1,0,1,2,1,2,1,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0.666666666666667,1,0,2,0,0.333333333333333,1,1.33333333333333,1.33333333333333,1.33333333333333,2,1.33333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0.333333333333333,1,0.333333333333333,1,0.666666666666667,1.33333333333333,0.666666666666667,1.66666666666667,1,1.33333333333333,0,0.666666666666667,0,2,0,0,1,NA,NA,NA,0,10,20
"7197","Maldives",2019,425,781,781,462,142,62,46,6,8,2,5,7,2,2,2,0,0,NA,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,2,2,1,1,1,2,2,2,1.66666666666667,1,NA,0.666666666666667,0,2,1.33333333333333,0.666666666666667,0.666666666666667,1.33333333333333,1.33333333333333,1,1,0.333333333333333,0,0,0,1.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,1,1,0.666666666666667,2,0.333333333333333,NA,NA,NA,NA,NA,2,20,40
"7198","Colombia",2019,212,100,100,170,419,5,48,3,10,5,2,8,1,1,0,1,0,NA,2,2,1,1,1,2,1,2,1,0,1,0,0,0,1,0,2,1,1,2,1,1,1,1,2,0,1,2,2,3,0.333333333333333,1,0,0.666666666666667,NA,1,1.66666666666667,1.66666666666667,2,1.33333333333333,1,2,2,1,1,1.66666666666667,0.333333333333333,1.33333333333333,0.333333333333333,2,0,1.33333333333333,0,1,1,1.66666666666667,0,1,0.666666666666667,2,2,3,1.33333333333333,1,1,NA,NA,1,2,22,44
"7199","Sweden",2019,608,380,380,752,150,154,96,8,17,6,12,13,2,2,2,2,0,NA,2,2,2,2,2,2,3,3,3,2,1,2,1,2,2,2,2,2,3,3,3,2,1,2,2,2,2,2,2,3,2,2,2,2,NA,2,1.66666666666667,2,2,2,2,3,3,3,2,2,2,1.33333333333333,1.33333333333333,2,1.66666666666667,1.66666666666667,1.66666666666667,2,2,2,2,2,2,2,1.66666666666667,3,3,2,2,2,2,2,2,49,98
"7200","Gabon",2019,290,481,481,266,2,17,40,6,11,4,3,8,2,2,1,1,0,NA,1,0,1,1,0,2,0,2,2,1,0,0,0,0,1,1,0,0,1,1,2,1,1,1,0,1,2,2,2,3,2,2,0.666666666666667,1,NA,1,1.33333333333333,1,0.333333333333333,1,0.333333333333333,2,2,1.66666666666667,0.333333333333333,1.66666666666667,1.33333333333333,1,0.666666666666667,1,0,1.66666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1.66666666666667,1,1.33333333333333,0.333333333333333,1.33333333333333,0.333333333333333,3,1,0,1,NA,1,NA,2,19,38
"7201","Latvia",2019,389,367,367,428,150,154,80,6,13,6,8,12,2,2,2,0,0,NA,2,2,2,2,2,2,3,3,3,0,1,0,2,2,2,1,2,1,3,1,3,1,1,2,2,2,2,2,2,3,2,2,2,0.666666666666667,NA,1.66666666666667,1.33333333333333,2,2,2,1.66666666666667,2.66666666666667,3,3,1.66666666666667,1.33333333333333,0.666666666666667,1.33333333333333,1.33333333333333,2,1.66666666666667,1.33333333333333,1.66666666666667,2,1.66666666666667,2,1,2,0.333333333333333,2,1.33333333333333,3,1.66666666666667,1.33333333333333,2,2,2,NA,2,40,80
"7202","Bulgaria",2019,176,355,355,100,150,151,50,7,10,2,3,8,2,2,2,1,0,NA,1,2,2,1,1,0,2,2,3,0,0,0,0,2,1,0,0,0,2,1,3,2,1,0,0,2,1,2,2,2,1.66666666666667,2,2,0.333333333333333,NA,0.666666666666667,0.333333333333333,2,2,1.33333333333333,0.666666666666667,2,3,3,1.33333333333333,1.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,1,0,2,2,1,1,2,0.666666666666667,0.666666666666667,0.666666666666667,2,0.333333333333333,2.66666666666667,1,0.666666666666667,1,1,2,NA,2,25,50
"7203","Grenada",2019,308,55,55,308,419,29,86,8,15,6,9,11,2,2,2,2,0,NA,2,2,2,2,2,2,2,3,3,2,2,0,2,0,2,1,2,2,3,1,3,2,2,0,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2.66666666666667,3,3,2,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,2,1.66666666666667,1,0.666666666666667,1.33333333333333,1.66666666666667,2,0.666666666666667,1.33333333333333,1,2,2,2.66666666666667,1.66666666666667,2,2,1,2,NA,2,43,86
"7204","Russia",2019,530,365,365,643,150,151,18,0,2,0,4,9,0,0,0,0,1,3,0,1,1,0,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,2,1,1,0,2,1,2,2,1,2,2,0,0,0,0,3,0,0,NA,1,0.333333333333333,0,2,2.33333333333333,1.66666666666667,0.666666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,1.33333333333333,1,2,1.33333333333333,1.66666666666667,0.333333333333333,1,0.333333333333333,2,0.666666666666667,2,0,2.66666666666667,1.33333333333333,0.333333333333333,1,NA,NA,1,0,8,16
"7205","Dominican Republic",2019,254,42,42,214,419,29,42,4,8,4,4,9,2,0,2,0,1,1,2,2,1,1,1,1,1,2,1,0,0,0,1,2,0,1,1,0,1,0,3,1,0,1,2,2,1,2,2,3,0,2,2,0,1,1,1.33333333333333,1.33333333333333,2,1.66666666666667,0.666666666666667,2,2.33333333333333,1.66666666666667,0.666666666666667,1.33333333333333,0.333333333333333,0.666666666666667,0.333333333333333,2,0.666666666666667,2,1,1,0,1,0.333333333333333,1,0,1.33333333333333,1,3,0.666666666666667,0,1,NA,NA,NA,0,19,38
"7206","Saudi Arabia",2019,554,670,670,682,142,145,18,2,2,0,1,6,1,1,0,0,0,NA,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1,0.666666666666667,1,0,0,NA,0,0,0.333333333333333,0,0,0.333333333333333,1.33333333333333,0,0,0.666666666666667,0,0,0,0,1.33333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0.666666666666667,0,1.66666666666667,1,0.333333333333333,0,0,1,NA,NA,NA,2,8,16
"7207","Monaco",2019,452,221,221,492,150,155,92,8,16,5,13,13,2,2,2,2,0,NA,2,2,2,2,0,1,3,3,3,2,1,2,2,2,2,2,2,2,3,3,3,2,1,2,2,2,2,2,1,3,2,2,2,2,NA,1.66666666666667,1.33333333333333,2,2,2,1.33333333333333,2.66666666666667,3,3,2,2,2,1.33333333333333,1.66666666666667,2,2,2,2,2,2,2,2,2,2,1.66666666666667,2,3,3,2,2,2,2,2,2,47,94
"7208","Ecuador",2019,260,130,130,218,419,5,58,7,11,4,3,10,2,2,2,1,0,NA,2,2,2,1,2,1,1,3,1,0,0,0,0,1,1,1,1,0,3,0,3,1,0,2,2,2,1,2,2,2,1.66666666666667,2,2,0.666666666666667,NA,1.33333333333333,1,2,2,1.66666666666667,1.66666666666667,3,3,1.66666666666667,1,1,0.666666666666667,0.666666666666667,0.333333333333333,2,0.333333333333333,1.66666666666667,1,1.33333333333333,1.33333333333333,1.33333333333333,1,1.66666666666667,0.333333333333333,1.66666666666667,0.666666666666667,2.66666666666667,0.333333333333333,0,2,NA,NA,NA,2,28,56
"7209","Burma",2019,182,775,775,104,142,35,24,2,3,1,3,5,1,1,0,0,0,NA,1,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,1,0,2,1,1,0,0.333333333333333,0.666666666666667,0,0,NA,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.666666666666667,2,2,1.33333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,0.333333333333333,0,1.33333333333333,0.666666666666667,1,0,1,0.333333333333333,1.33333333333333,0.333333333333333,0,0,0,1,NA,NA,NA,2,11,22
"7210","Macedonia",2019,413,343,343,807,150,39,NA,7,NA,NA,5,11,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,1,1,1,1,0,NA,2,1,3,1,1,2,2,2,1,2,2,2,1.66666666666667,2,1.66666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2.66666666666667,NA,1,1,1.33333333333333,0,2,1.66666666666667,2,1,1.33333333333333,0.666666666666667,2,0.666666666666667,1.33333333333333,0,2,0,2.66666666666667,1,NA,NA,NA,2,NA,2,18,36
"7211","Armenia",2019,122,371,371,51,142,145,46,6,10,4,2,7,2,1,2,1,0,NA,2,2,2,1,1,1,0,2,3,0,0,1,1,0,0,0,0,0,2,0,3,1,1,2,1,1,1,0,1,1,1.33333333333333,2,1.33333333333333,0.666666666666667,NA,0.666666666666667,0.666666666666667,2,1.33333333333333,1,1,2,3,2.66666666666667,0.333333333333333,1.66666666666667,0,1,0,1.33333333333333,1,1,0,1.33333333333333,0,0,0,1.66666666666667,0.333333333333333,1.66666666666667,0.666666666666667,1,0,0.333333333333333,1,NA,2,NA,2,24,48
